descripcion	canntidad	valor	fecha							
ACEITE SOLISOY   	1	3950	21/04/2025							
CHOCOLATE ZB C   	1	12150	21/04/2025							
ACEITE SOLISOY   	1	3950	21/04/2025							
HARINA AREPANI   	1	3450	21/04/2025							
MARGARINA LA P   	1	1850	21/04/2025							
ARROZ FLOR HUI   	1	4600	21/04/2025							
CEREAL KARYMBA   	1	3350	21/04/2025							
MAYONESA COMAP   	1	1650	21/04/2025							
MAYONESA COMAP   	1	1650	21/04/2025							
ACEITE GIRASOL   	1	14600	21/04/2025							
PONY MALTA LIT   	1	4100	21/04/2025							
TOSTACOS DE QU   	1	6800	21/04/2025							
HUEVO KINDER J   	1	6600	21/04/2025							
JABON JYJ BODY   	1	3600	21/04/2025							
AGUILA LATA 35   	1	17400	21/04/2025							
LECHE KLIM SOB   	1	1600	21/04/2025							
LECHE KLIM SOB   	1	1600	21/04/2025							
ARROZ FLOR HUI   	1	2300	21/04/2025							
PLATO DOMINGO    	1	3100	21/04/2025							
TENEDOR TAMI B   	1	1500	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
ARROZ BLANQUIT   	1	13550	21/04/2025							
AZUCAR MANUELI   	1	2600	21/04/2025							
ACEITE SOLISOY   	1	6800	21/04/2025							
GELATINA FRUTI   	1	1750	21/04/2025							
SAL REFISAL X    	1	1300	21/04/2025							
CONCHAS SAN RE   	1	1600	21/04/2025							
PASTA CABELL D   	1	1600	21/04/2025							
LENTEJA COORAT   	1	4100	21/04/2025							
LECHE COORA EN   	1	4600	21/04/2025							
LECHE COORA EN   	1	4600	21/04/2025							
SALCHICHA MANG   	1	3200	21/04/2025							
ENCENDEDOR FRA   	1	1200	21/04/2025							
TENEDOR TAMI B   	1	1500	21/04/2025							
CREMA COLGATE    	1	34300	21/04/2025							
CAFE SELLO ROJ   	1	15800	21/04/2025							
LECHE JAPPI TE   	1	13300	21/04/2025							
JABON DOVE ORI   	1	4150	21/04/2025							
CERA SAN ANDRE   	1	1200	21/04/2025							
NECTAR CALIFOR   	1	12900	21/04/2025							
DORITOS MEGAQU   	1	3800	21/04/2025							
PONQUE BIMBO T   	1	7500	21/04/2025							
NECTAR CALIFOR   	1	12900	21/04/2025							
PALO LOCO        	1	3000	21/04/2025							
PALO LOCO        	1	3000	21/04/2025							
AVENA TONING H   	1	1950	21/04/2025							
VINAGRE COORA    	1	2000	21/04/2025							
CAFE BUENDIA L   	1	10650	21/04/2025							
TODO RICO CRIO   	1	2800	21/04/2025							
MELOSITAS X 40   	1	1500	21/04/2025							
CIGARRILLO L&M   	1	8500	21/04/2025							
CIGARRILLO L&M   	1	8500	21/04/2025							
CERVEZA CORONI   	1	16800	21/04/2025							
NESCAFE X 50 T   	1	9300	21/04/2025							
AGUARDIENTE NE   	1	12650	21/04/2025							
BOMBILLO SYLVA   	1	5700	21/04/2025							
BOMBILLO SYLVA   	1	5700	21/04/2025							
ARROZ ROA LIBR   	1	2300	21/04/2025							
AZUCAR MANUELI   	1	5250	21/04/2025							
MOGOLLA TRICER   	1	6700	21/04/2025							
ACEITE RIQUISI   	1	6400	21/04/2025							
PANELA PASTILL   	1	2700	21/04/2025							
CHOCOLATE LA E   	1	9650	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
CAFE LUKAFE X    	1	9800	21/04/2025							
AZUCAR MANUELI   	1	5250	21/04/2025							
COMPOTA S/J FR   	1	3750	21/04/2025							
SALSA DE TOMAT   	1	2100	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
GARBANZO COORA   	1	4950	21/04/2025							
ARROZ ROA LIBR   	1	2300	21/04/2025							
FRIJOL NIMA LI   	1	5100	21/04/2025							
LENTEJA COORAT   	1	4100	21/04/2025							
BUCATTINI DORI   	1	2300	21/04/2025							
MACARRON CORTO   	1	2300	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
HELADO CASERO    	1	2000	21/04/2025							
HELADO CASERO    	1	2000	21/04/2025							
HELADO CASERO    	1	2000	21/04/2025							
SALSA BAR B-Q    	1	1700	21/04/2025							
SALSA DE TOMAT   	1	2100	21/04/2025							
PAN HAMBURGUES   	1	3800	21/04/2025							
SALSA DE TOMAT   	1	2100	21/04/2025							
PAN MANTEQUILL   	1	3850	21/04/2025							
ACEITE OLIOSOY   	1	5250	21/04/2025							
CAFE LA BASTIL   	1	8700	21/04/2025							
ARROZ DO?A PEP   	1	6000	21/04/2025							
PANELA PASTILL   	1	2700	21/04/2025							
LENTEJA COORAT   	1	4100	21/04/2025							
TORNILLO VERDU   	1	2750	21/04/2025							
AGUILA LATA 35   	1	17400	21/04/2025							
BETUN CHERRY #   	1	7900	21/04/2025							
ACEITE SOLISOY   	1	2300	21/04/2025							
COCA COLA EN L   	1	3500	21/04/2025							
SPAGUETTI DORI   	1	2350	21/04/2025							
CHOCOLATINA JE   	1	900	21/04/2025							
CHOCOLATINA JE   	1	900	21/04/2025							
CANELA ASTILLA   	1	2400	21/04/2025							
ARROZ ROA KILO   	1	4600	21/04/2025							
ESPAGUETI CONZ   	1	7900	21/04/2025							
CANELA ASTILLA   	1	2400	21/04/2025							
CERVEZA CORONI   	1	16800	21/04/2025							
CHEESETRIS FAM   	1	3000	21/04/2025							
SPAGHETTI DORI   	1	6850	21/04/2025							
CREMA COLGATE    	1	4150	21/04/2025							
AGUA CRISTAL 6   	2	3800	21/04/2025							
LECHE ALQUERIA   	1	37750	21/04/2025							
RANCHERA 5 PAC   	1	5900	21/04/2025							
CAFE AROMA GRA   	1	19500	21/04/2025							
AGUA PURA CON    	1	3500	21/04/2025							
SPAGHETTI DORI   	1	4900	21/04/2025							
PONQUE KEKITO    	1	1900	21/04/2025							
CIFUT MORA X 2   	1	900	21/04/2025							
ATUN DON SANCH   	1	5400	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
ACEITE RIQUISI   	1	9600	21/04/2025							
CREMA DE LECHE   	1	5100	21/04/2025							
CEREAL FLIPS C   	1	4800	21/04/2025							
KELLOGGS CHOCO   	1	1950	21/04/2025							
COLA Y POLA PE   	1	5200	21/04/2025							
FRUTI?O SURTID   	1	850	21/04/2025							
MARGARINA LA F   	1	8700	21/04/2025							
MARLBORO ICE X   	1	6300	21/04/2025							
LECHE DO?A LEC   	1	2200	21/04/2025							
PH SCOTT INNOV   	1	3650	21/04/2025							
AGUA PURA CON    	1	3500	21/04/2025							
LECHE COORA EN   	1	4600	21/04/2025							
RON SANTA FE x   	1	14800	21/04/2025							
ESCOBA COORA S   	1	8550	21/04/2025							
TRAPERO COORA    	1	9350	21/04/2025							
BLANQUEADOR CO   	1	2950	21/04/2025							
LAVALOZA LIQ F   	1	5150	21/04/2025							
SUAVIZANTE COO   	1	4850	21/04/2025							
SUAVITEL COMPL   	1	3600	21/04/2025							
AROMATEL FLORA   	1	2900	21/04/2025							
SUAVITEL COMPL   	1	3600	21/04/2025							
LAVALOZA LIQ F   	1	5150	21/04/2025							
BLANQ COORA GC   	1	3550	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
CERVEZA CORONI   	1	16800	21/04/2025							
SPAGHETTI DORI   	1	6850	21/04/2025							
PANELA PASTILL   	1	5400	21/04/2025							
LECHE COORA DE   	1	4800	21/04/2025							
ARROZ COORATIE   	1	12600	21/04/2025							
HUEVO EXTRA X    	1	16950	21/04/2025							
AGUA PURA CON    	1	3500	21/04/2025							
AGUA PURA CON    	1	3500	21/04/2025							
HUEVO A BOLSA    	1	2500	21/04/2025							
PAN MANTEQUILL   	1	3850	21/04/2025							
SALCHICHON CER   	1	17150	21/04/2025							
MARGARINA CAMP   	1	3600	21/04/2025							
ACEITE RIQUISI   	1	32400	21/04/2025							
PAPEL ALUMINIO   	1	14850	21/04/2025							
POPETAS FAMILI   	1	4200	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
ROTHMANS BLANC   	1	4200	21/04/2025							
TRAPERO COORA    	1	9350	21/04/2025							
CHOCOLATINA JU   	1	5600	21/04/2025							
LECHE COORA EN   	1	4600	21/04/2025							
LECHE COORA EN   	1	4600	21/04/2025							
YOGO YOGO X 15   	1	1800	21/04/2025							
YOGO-YOGO  MEL   	1	1800	21/04/2025							
YOGURT DE MELO   	1	2500	21/04/2025							
BROWNIE MR. BR   	1	3000	21/04/2025							
PONQUE GALA SU   	1	8900	21/04/2025							
CHOCOLATE SOL    	1	7250	21/04/2025							
DUCALES TACO X   	1	5600	21/04/2025							
GELATINA FRUTI   	1	4950	21/04/2025							
TH NOSOTRAS IN   	1	11850	21/04/2025							
MOGOLLA TRICER   	1	6700	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
GUANTE COORATI   	1	5350	21/04/2025							
DETER ARIEL RE   	1	5500	21/04/2025							
LECHE COORA EN   	1	4600	21/04/2025							
LECHE COORA EN   	1	4600	21/04/2025							
CANELA ASTILLA   	1	2400	21/04/2025							
HUEVO AA X 30    	1	15100	21/04/2025							
HARINA DE TRIG   	1	2000	21/04/2025							
JABON PROTEX A   	1	3700	21/04/2025							
PANELA PASTILL   	1	2700	21/04/2025							
CHOCOLATE GIRO   	1	9100	21/04/2025							
SERVILLETA COO   	1	4400	21/04/2025							
VASO 5 ONZAS T   	0	2200	21/04/2025							
COCA COLA 3 LT   	1	48350	21/04/2025							
COCA COLA 400    	1	26350	21/04/2025							
LECHE ALQUERIA   	1	6850	21/04/2025							
MOGOLLA INTEGR   	1	8300	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
SERVICIO DOMIC   	1	1000	21/04/2025							
CHEETOS BOLI Q   	1	5800	21/04/2025							
MIEL DE ABEJAS   	1	9300	21/04/2025							
TE HATSUX 400    	1	4500	21/04/2025							
TE HATSUX 400    	1	4500	21/04/2025							
TE HATSUX 400    	1	4500	21/04/2025							
TE HATSUX 400    	1	4500	21/04/2025							
AGUA CRISTAL 1   	1	1800	21/04/2025							
AGUA CRISTAL 1   	1	1800	21/04/2025							
AGUA CRISTAL 1   	1	1800	21/04/2025							
AGUA CRISTAL 1   	1	1800	21/04/2025							
GATORADE SIN A   	1	3700	21/04/2025							
GATORADE SIN A   	1	3700	21/04/2025							
ATUN VAN CAMPS   	7	8000	21/04/2025							
SPAGHETTI DORI   	1	6850	21/04/2025							
SPAGHETTI DORI   	1	6850	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
SAZONAREY CHAP   	1	2250	21/04/2025							
DUCALES TACO X   	1	5600	21/04/2025							
GALLETA NOEL S   	1	1900	21/04/2025							
DULCE ROLLON S   	1	3000	21/04/2025							
CAFE AROMA MOL   	1	11400	21/04/2025							
AROMATEL FLORA   	1	11900	21/04/2025							
GOMAS TRULULU    	1	2000	21/04/2025							
DE TODITO NATU   	3	2900	21/04/2025							
YOX x 100 SURT   	1	2350	21/04/2025							
YOX x 100 SURT   	1	2350	21/04/2025							
YOX x 100 SURT   	1	2350	21/04/2025							
YOX x 100 SURT   	1	2350	21/04/2025							
DE TODITO NATU   	1	2900	21/04/2025							
DETER ARIEL RE   	1	5500	21/04/2025							
JABON FAB BARR   	1	2950	21/04/2025							
HUEVO X 15 UND   	1	8550	21/04/2025							
PALETA JET VAI   	1	3800	21/04/2025							
PALO LOCO        	1	3000	21/04/2025							
AGUARDIENTE NE   	1	12650	21/04/2025							
CHOCOCONO        	1	2900	21/04/2025							
CERVEZA CORONI   	1	16800	21/04/2025							
DETER ARIEL RE   	1	5500	21/04/2025							
AGUA BRISA BOT   	1	13750	21/04/2025							
AGUA PURA CON    	1	3500	21/04/2025							
HUEVO EXTRA X    	1	16950	21/04/2025							
GASEOSA COLOMB   	1	5000	21/04/2025							
TENEDOR DARNEL   	1	12550	21/04/2025							
PLATOS BLANCO    	1	3850	21/04/2025							
PLATOS BLANCO    	1	3850	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
AGUA CRISTAL 6   	1	3800	21/04/2025							
HARINA DE MAIZ   	5	1950	21/04/2025							
CIGARRILLO L&M   	1	8500	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
MAIZ PETO LIBR   	1	1450	21/04/2025							
LECHE DO?A LEC   	1	2200	21/04/2025							
BETUN CHERRY A   	1	11550	21/04/2025							
RANCHERA X 3 U   	1	4200	21/04/2025							
PAPA MARGARITA   	1	2200	21/04/2025							
BON YURT ALPIN   	1	3900	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
LECHE ALPINA E   	1	5900	21/04/2025							
CUCHARA SOPERA   	1	1850	21/04/2025							
COCA COLA 1.5    	1	5700	21/04/2025							
CHEETOS BOLI Q   	1	5800	21/04/2025							
PLATOS DARNEL    	1	2000	21/04/2025							
DETODITO BBQ X   	1	7700	21/04/2025							
AZUCAR MANUELI   	1	2600	21/04/2025							
TOALLAS HIG NO   	1	4550	21/04/2025							
COCA COLA 1.5    	1	5700	21/04/2025							
LECHE COORA DE   	1	4800	21/04/2025							
CANELA MOLIDA    	1	5000	21/04/2025							
COLADA MAIZENA   	1	1700	21/04/2025							
CANADA DRY PET   	1	4800	21/04/2025							
CAFE AGUILA RO   	1	14100	21/04/2025							
AZUCAR MANUELI   	4	2600	21/04/2025							
MUSTANG AZUL P   	1	10900	21/04/2025							
ROTHMSANS GRIS   	1	10900	21/04/2025							
PAPA MARGARITA   	1	2200	21/04/2025							
CAFE AGUILA RO   	1	14100	21/04/2025							
CAFE AGUILA RO   	1	14100	21/04/2025							
VASO 5 ONZAS T   	3	2250	21/04/2025							
VASO 5 ONZAS T   	1	2200	21/04/2025							
FELIX ATUN POU   	1	3350	21/04/2025							
JABON REY X 30   	1	2800	21/04/2025							
SPARKIES LINEA   	1	200	21/04/2025							
AVENA HOJUELAS   	1	6750	21/04/2025							
ARROZ 10 ROA X   	1	5900	21/04/2025							
HUEVO EXTRA X    	1	16950	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
RANCHERA 5 PAC   	1	5900	21/04/2025							
HUEVO AA X 30    	1	15100	21/04/2025							
OKA LOKA GRAGE   	1	2000	21/04/2025							
GOLOCHIPS        	1	1250	21/04/2025							
GOMAS TRULULU    	1	2000	21/04/2025							
YOGURT DE MELO   	1	2500	21/04/2025							
YOGURT ALPINA    	1	3000	21/04/2025							
YOGURT ALPINA    	1	3000	21/04/2025							
YOGURT ALPINA    	1	3000	21/04/2025							
CERVEZA CORONI   	1	16800	21/04/2025							
AGUA PURA CON    	1	3500	21/04/2025							
LECHE COORA DE   	1	4800	21/04/2025							
BON YURT ALPIN   	1	3900	21/04/2025							
COLADA MAIZENA   	1	1700	21/04/2025							
ALPINITO FRUTO   	1	2250	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
PONQUE GALA SU   	1	1900	21/04/2025							
HUEVO X 15 UND   	1	8550	21/04/2025							
DET 3D LIQ MUL   	1	3000	21/04/2025							
PH FAMILIA EXP   	1	2550	21/04/2025							
GALLETA FESTIV   	1	1200	21/04/2025							
CERVEZA CORONI   	1	16800	21/04/2025							
BLANQ COORA GC   	1	3550	21/04/2025							
AGUA PURA CON    	1	3500	21/04/2025							
SALCHICHA PERR   	1	4200	21/04/2025							
HUEVO AA X 30    	1	15100	21/04/2025							
VASO 5 ONZAS T   	1	2200	21/04/2025							
VASO 5 ONZAS T   	1	2200	21/04/2025							
COCA COLA 2 LT   	1	5500	21/04/2025							
ARENA GATOS CA   	1	13500	21/04/2025							
AREPAS CON QUE   	1	3900	21/04/2025							
AREPA PAISA AM   	1	3350	21/04/2025							
FRIJOL BOLA RO   	1	11800	21/04/2025							
LECHE COORA DE   	1	28550	21/04/2025							
HUEVO EXTRA X    	1	16950	21/04/2025							
PONQUE RAMITO    	1	7250	21/04/2025							
BICARBONATO EL   	1	750	21/04/2025							
AGUA H2OH 1.5    	1	4000	21/04/2025							
RANCHERA 5 PAC   	1	5900	21/04/2025							
TODO RICO B.Q    	1	2800	21/04/2025							
SALCHICHA TRAD   	1	3700	21/04/2025							
CREMA DE LECHE   	1	5100	21/04/2025							
LECHE COORA EN   	1	4600	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
COLADA TONING    	1	4000	21/04/2025							
MARGARITA FLAM   	1	6400	21/04/2025							
PAPA MARGARITA   	1	7650	21/04/2025							
RAMITO  X 2      	1	1750	21/04/2025							
DORITOS X 34 G   	1	2000	21/04/2025							
HUEVO A BOLSA    	1	2500	21/04/2025							
HUEVO EXTRA X    	1	16950	21/04/2025							
TODO RICO B.Q    	1	2800	21/04/2025							
SARDINA SOBERA   	1	4350	21/04/2025							
AREPA PAISA OB   	1	2300	21/04/2025							
AREPA PAISA OB   	1	2300	21/04/2025							
AREPA PAISA OB   	1	2300	21/04/2025							
PH FAMILIA FAM   	1	1300	21/04/2025							
HUEVO EXTRA X    	1	16950	21/04/2025							
LECHE COORA DE   	1	4800	21/04/2025							
CHORIZO RANCHE   	1	5600	21/04/2025							
PROTECTOR CARE   	1	2000	21/04/2025							
AREPA CASERITA   	1	8850	21/04/2025							
CREMA COLGATE    	1	3700	21/04/2025							
BOLSA PARA EMP   	1	300	21/04/2025							
CERVEZA CORONI   	1	16800	21/04/2025							
LECHE ALQUERIA   	1	7200	21/04/2025							
LECHE ALQUERIA   	1	7200	21/04/2025							
PAPA SUPER RIC   	1	2000	21/04/2025							
AGUA DELLA FON   	1	7850	21/04/2025							
ENCENDEDOR MIN   	1	2600	21/04/2025							
CERVEZA CORONI   	1	16800	21/04/2025							
CERVEZA CORONI   	1	16800	21/04/2025							
POKER LATA X 3   	1	15950	22/04/2025							
CEBADA PERLADA   	1	2850	22/04/2025							
MARGARINA LA B   	1	2350	22/04/2025							
AROMATICA PANE   	1	3900	22/04/2025							
FIDEO SAN REMO   	1	2700	22/04/2025							
CHOCOLATE LA E   	1	9800	22/04/2025							
CHOCOLATE LA E   	1	9800	22/04/2025							
TORTA DE VAINI   	1	23000	22/04/2025							
TOSTADAS GUADA   	1	7100	22/04/2025							
GUANTE PROTEXI   	1	7350	22/04/2025							
SOPA LA SOPERA   	1	1600	22/04/2025							
SOPA LA SOPERA   	1	1600	22/04/2025							
ARROZ CASANARE   	1	22500	22/04/2025							
CREMA DE AJIAC   	1	1600	22/04/2025							
CREMA DE AJIAC   	1	1600	22/04/2025							
CREMA DE AJIAC   	1	1600	22/04/2025							
CREMA DE AJIAC   	1	1600	22/04/2025							
SOPA LA SOPERA   	1	1600	22/04/2025							
SOPA LA SOPERA   	1	1600	22/04/2025							
CREMA LA SOPER   	1	1600	22/04/2025							
CREMA LA SOPER   	1	1600	22/04/2025							
SOPERA CREMA M   	1	1600	22/04/2025							
SOPERA CREMA M   	1	1600	22/04/2025							
ESPONJA MALLA    	1	1450	22/04/2025							
PA?O ABRASIVO    	1	1000	22/04/2025							
JABON BARRA DE   	1	6950	22/04/2025							
GUANTE PROTEXI   	1	7350	22/04/2025							
NARANJA POSTOB   	1	4000	22/04/2025							
BINCHI CHOCO B   	1	7750	22/04/2025							
AGUA PURA CON    	3	3500	22/04/2025							
CHICLE SUPER H   	1	1000	22/04/2025							
AGUA PURA CON    	1	3500	22/04/2025							
ARROZ 10 ROA X   	1	5900	22/04/2025							
SEMILLA DE CHI   	1	7300	22/04/2025							
GALLETA RITZ T   	1	1500	22/04/2025							
AGUA CRISTAL 6   	1	3800	22/04/2025							
CHOCOLATINA JU   	1	5600	22/04/2025							
HUEVO EXTRA X    	1	16950	22/04/2025							
AGUA CRISTAL 6   	1	3800	22/04/2025							
AGUA CRISTAL 6   	1	3800	22/04/2025							
ACEITE SOLISOY   	1	2300	22/04/2025							
HIT PET 1.5 SU   	1	5050	22/04/2025							
JABON REY X 4    	1	10950	22/04/2025							
FABULOSO LAVAN   	1	4850	22/04/2025							
VELON BELLA LU   	1	23800	22/04/2025							
AGUA SAVILOE X   	1	2500	22/04/2025							
ATUN VAN CAMPS   	1	8000	22/04/2025							
AVENA HOJUELAS   	1	5200	22/04/2025							
CREMA DE LECHE   	1	10000	22/04/2025							
CREMA DE LECHE   	1	10000	22/04/2025							
CREMA DE LECHE   	1	3050	22/04/2025							
CREMA DE LECHE   	1	3050	22/04/2025							
SALCHICHA SUPE   	1	5850	22/04/2025							
LECHE ALQUERIA   	1	6850	22/04/2025							
ACEITE SOLISOY   	1	35950	22/04/2025							
ACEITE SOLISOY   	1	35950	22/04/2025							
AZUCAR MANUELI   	1	25900	22/04/2025							
AZUCAR MANUELI   	1	25900	22/04/2025							
COCA COLA 400    	1	26350	22/04/2025							
GOMAS TRULULU    	1	2000	22/04/2025							
GALLETA RELLEN   	1	6150	22/04/2025							
GALLETA DUCALE   	1	9350	22/04/2025							
PONQUE BLOQUE    	1	10500	22/04/2025							
GALLETA DUCALE   	1	9350	22/04/2025							
CIFRUT X 400 P   	1	13450	22/04/2025							
CIFRUT X 400 P   	1	13450	22/04/2025							
PONY MALTA X 3   	1	12450	22/04/2025							
COCA COLA 400    	1	26350	22/04/2025							
CHOCOLATINA M&   	1	4900	22/04/2025							
AGUARDIENTE NE   	1	11450	22/04/2025							
AROMATICA JAIB   	1	10100	22/04/2025							
CHOCOLATE LA E   	1	5700	22/04/2025							
GALLETA DUX X    	1	6300	22/04/2025							
GOMAS TRULULU    	1	2000	22/04/2025							
PANELA PASTILL   	1	5400	22/04/2025							
VASO 5 ONZAS T   	1	2250	22/04/2025							
VASO 5 ONZAS T   	1	2250	22/04/2025							
VASO 5 ONZAS T   	1	2250	22/04/2025							
QUESADILLO       	3	2700	22/04/2025							
PAN TAJADO EXT   	1	6150	22/04/2025							
CHORIZO RICA X   	1	5600	22/04/2025							
MANI LA ESPECI   	1	9850	22/04/2025							
PILA DURACELL    	1	5750	22/04/2025							
PILA DURACELL    	1	5750	22/04/2025							
JAMON IDEAL RI   	1	13400	22/04/2025							
HUEVO EXTRA X    	1	16950	22/04/2025							
CHOCOLATE LA E   	1	5700	22/04/2025							
ALIM GATOS DON   	1	6250	22/04/2025							
NOSOTRAS NATUR   	1	12200	22/04/2025							
SAZONAREY CHAP   	1	1500	22/04/2025							
BINCHI CHOCO B   	1	7750	22/04/2025							
MAIZ PIRA COOR   	1	2950	22/04/2025							
SPAGHETTI DORI   	1	6850	22/04/2025							
SUERO COSTE?O    	1	3600	22/04/2025							
PONQUE CHOCOSO   	1	2200	22/04/2025							
PONQUE BLOQUE    	1	10500	22/04/2025							
PONQUE RAMO TR   	1	5700	22/04/2025							
AGUA CIELO CHU   	1	1900	22/04/2025							
LECHE COORA EN   	1	4600	22/04/2025							
HARINA DE TRIG   	1	2000	22/04/2025							
LENTEJA COORAT   	1	4100	22/04/2025							
AZUCAR RIOPAIL   	1	5300	22/04/2025							
AVENA EN HOJUE   	1	1950	22/04/2025							
PAPAS ONDULADA   	1	6400	22/04/2025							
PLATOS BLANCO    	1	3300	22/04/2025							
VASO 7 ONZ T T   	1	2200	22/04/2025							
NECTAR PERA CA   	1	6150	22/04/2025							
NECTAR PERA CA   	1	6150	22/04/2025							
LECHE ALQUERIA   	1	38950	22/04/2025							
LONJA DE BOCAD   	1	2600	22/04/2025							
TUBITO LECHE C   	1	3000	22/04/2025							
HUEVO AA X 30    	1	15250	22/04/2025							
HUEVO AA X 30    	1	15250	22/04/2025							
HUEVO AA X 30    	1	15250	22/04/2025							
ACEITE CAMPO S   	1	19350	22/04/2025							
AROMATICA PANE   	1	3900	22/04/2025							
LAVAPLATOS LOZ   	1	12150	22/04/2025							
AZUCAR RIOPAIL   	1	13150	22/04/2025							
AZUCAR RIOPAIL   	1	13150	22/04/2025							
CAFE AGUILA RO   	1	14100	22/04/2025							
CAFE AGUILA RO   	1	14100	22/04/2025							
MARGARINA LA F   	1	8700	22/04/2025							
LECHE COORA EN   	1	25200	22/04/2025							
CHEESETRIS FAM   	1	3000	22/04/2025							
DORITOS MEGAQU   	1	3800	22/04/2025							
DORITOS MEGAQU   	1	3800	22/04/2025							
GOMAS TRULULU    	1	2000	22/04/2025							
TOSTADA GUADAL   	1	7500	22/04/2025							
CHOCOLATE GIRO   	1	9100	22/04/2025							
MARLBORO ICE X   	1	6300	22/04/2025							
VASO 6 ONZ DAR   	1	2200	22/04/2025							
TOSTADAS GUADA   	1	7100	22/04/2025							
AGUA CIELO 620   	1	1000	22/04/2025							
POPETAS CARAME   	1	2100	22/04/2025							
SALCHICHA PERR   	1	16800	22/04/2025							
HUEVO X 15 UND   	1	8550	22/04/2025							
ARROZ FLOR HUI   	1	2300	22/04/2025							
LECHE ALQUERIA   	1	6850	22/04/2025							
SALCHICHA SUPE   	1	5850	22/04/2025							
YOGO CEREAL NA   	1	2350	22/04/2025							
PONQUE BIMBOLE   	1	1900	22/04/2025							
YOGO-YOGO DE M   	1	6200	22/04/2025							
COCA COLA LATA   	1	2400	22/04/2025							
COND DE CEBOLL   	1	1400	22/04/2025							
SAZONAREY CHAP   	1	1500	22/04/2025							
COCA COLA 400    	1	2500	22/04/2025							
KOLA ROMAN X 4   	1	2500	22/04/2025							
SPRITE X 400 M   	1	2500	22/04/2025							
GALLETA WAFERS   	1	3200	22/04/2025							
SALCHICHON MIN   	1	2200	22/04/2025							
COLADA MAIZENA   	1	1700	22/04/2025							
MARGARINA LA B   	1	2350	22/04/2025							
AZUCAR MANUELI   	1	2600	22/04/2025							
PROTECTOR CARE   	1	2000	22/04/2025							
LECHE ALQUERIA   	1	5600	22/04/2025							
PANELA DE 1/2    	1	1300	22/04/2025							
ARROZ ROA LIBR   	1	2300	22/04/2025							
ACEITE CAMPO S   	1	14500	22/04/2025							
TOSTADAS GUADA   	1	3400	22/04/2025							
TOSTADAS INTEG   	1	3500	22/04/2025							
BOLSA PARA EMP   	1	300	22/04/2025							
MANI ESPECIAL    	1	2150	22/04/2025							
CAFE SELLO ROJ   	1	8400	22/04/2025							
MAIZ PIRA COOR   	1	2950	22/04/2025							
PANELA PASTILL   	1	5400	22/04/2025							
AZUCAR MANUELI   	2	2600	22/04/2025							
CANELA ASTILLA   	1	2400	22/04/2025							
HUEVO X 15 UND   	1	8550	22/04/2025							
DESOD SPEED ST   	1	1250	22/04/2025							
HUEVO EXTRA X    	1	16950	22/04/2025							
ATUN VAN CAMPS   	1	8050	22/04/2025							
GATORADE TROPI   	1	3500	22/04/2025							
AREPA PAISA OB   	1	2300	22/04/2025							
GALLETA SALTIN   	1	5950	22/04/2025							
AROMATICA PANE   	1	3800	22/04/2025							
GALLETA BRIDGE   	1	6150	22/04/2025							
GALLETA BRIDGE   	1	6150	22/04/2025							
GRANOLA TONING   	1	8950	22/04/2025							
GALLETAS RITZ    	1	7300	22/04/2025							
GALLETA BRIDGE   	1	6150	22/04/2025							
GALLETA BRIDGE   	1	6150	22/04/2025							
GALLETA SALTIN   	1	5950	22/04/2025							
GRANOLA TONING   	1	8950	22/04/2025							
GRANOLA BUENOS   	1	4850	22/04/2025							
GALLETAS RITZ    	1	7300	22/04/2025							
LECHE COORA DE   	1	4800	22/04/2025							
LECHE COORA DE   	1	4800	22/04/2025							
VINAGRE COORA    	1	1950	22/04/2025							
AZUCAR MANUELI   	1	2600	22/04/2025							
CAFE SELLO ROJ   	1	1750	22/04/2025							
CAFE SELLO ROJ   	1	1750	22/04/2025							
HUEVO A BOLSA    	1	2500	22/04/2025							
PANELA PASTILL   	1	5400	22/04/2025							
JUGO HIT SURTI   	1	4000	22/04/2025							
SALCHICHA TRAD   	1	3700	22/04/2025							
COLADA MAIZENA   	1	1700	22/04/2025							
COLADA MAIZENA   	1	1700	22/04/2025							
COLADA MAIZENA   	1	1700	22/04/2025							
FRIJOL BOLA RO   	1	11800	22/04/2025							
LENTEJA COORAT   	1	8150	22/04/2025							
PH FAMILIA EXP   	1	19800	22/04/2025							
ALPINITO FRUTO   	1	2250	22/04/2025							
