descripcion	canntidad	valor	fecha							
ARROZ DIANA LI   	1	2350	16/04/2025							
ARROZ DIANA LI   	1	2350	16/04/2025							
SALSINA EL REY   	1	1850	16/04/2025							
SALCHICHA PERR   	1	4200	16/04/2025							
MARGARINA LA F   	1	2400	16/04/2025							
MARGARINA LA F   	1	2400	16/04/2025							
MARGARINA LA F   	1	2400	16/04/2025							
MAIZ PETO LIBR   	1	1450	16/04/2025							
MAIZ PETO LIBR   	1	1450	16/04/2025							
MAIZ PETO LIBR   	1	1450	16/04/2025							
MAIZ PETO LIBR   	1	1450	16/04/2025							
HARINA DE TRIG   	1	2100	16/04/2025							
HARINA DE TRIG   	1	10400	16/04/2025							
ARROZ DIANA LI   	1	2350	16/04/2025							
ARROZ DIANA LI   	1	2350	16/04/2025							
BOLSA PARA EMP   	1	300	16/04/2025							
ARROZ DIANA LI   	2	2350	16/04/2025							
HUEVO A BOLSA    	1	2500	16/04/2025							
HARINA DO?A AR   	1	2250	16/04/2025							
LECHE ALQUERIA   	1	6850	16/04/2025							
COLCAFE CLASIC   	1	1200	16/04/2025							
LECHE ALQUERIA   	1	7200	16/04/2025							
LECHE ALQUERIA   	1	7200	16/04/2025							
PANELA PULVERI   	1	4900	16/04/2025							
BOLSA PARA EMP   	1	300	16/04/2025							
PA?ITOS HUMEDO   	1	3600	16/04/2025							
LECHE ALQUERIA   	1	7200	16/04/2025							
GALLETA GLACIT   	1	6550	16/04/2025							
BETUN CHERRY A   	1	11550	16/04/2025							
HELADO CHOCOLI   	1	2000	16/04/2025							
HELADO CHOCOLI   	1	2000	16/04/2025							
CHOCOLATINA JE   	1	900	16/04/2025							
AGUARDIENTE NE   	2	18900	16/04/2025							
LECHE COORA EN   	1	4600	16/04/2025							
LECHE COORA EN   	1	4600	16/04/2025							
CEREAL FLIPS D   	1	4800	16/04/2025							
KUMIS ALPINA V   	1	2700	16/04/2025							
PANELA PASTILL   	1	2700	16/04/2025							
CAFE SELLO ROJ   	1	5850	16/04/2025							
PANELADA CON S   	1	1300	16/04/2025							
DEDITOS NESTLE   	1	1250	16/04/2025							
BOLIQUESO X 34   	1	1700	16/04/2025							
BOLIQUESO X 34   	1	1700	16/04/2025							
CIGARRILLO L&M   	1	4300	16/04/2025							
FRIJOL BOLA RO   	1	5750	16/04/2025							
ZUCARITAS BOLS   	1	16500	16/04/2025							
HUEVO EXTRA X    	1	16950	16/04/2025							
JUGO DEL VALLE   	1	3600	16/04/2025							
HUEVO EXTRA X    	1	16950	16/04/2025							
AZUCAR MANUELI   	1	2600	16/04/2025							
AGUA PURA CON    	1	3500	16/04/2025							
CHOCOLATE SOL    	1	16900	16/04/2025							
BOLSA FAMILIAR   	1	3500	16/04/2025							
BICARBONATO EL   	1	750	16/04/2025							
BICARBONATO EL   	1	750	16/04/2025							
ARROZ CASANARE   	1	22500	16/04/2025							
ARROZ CASANARE   	1	22500	16/04/2025							
MARGARINA LA F   	1	2400	16/04/2025							
MARGARINA LA F   	1	2400	16/04/2025							
SPAGHETTI DORI   	1	2750	16/04/2025							
SPAGHETTI DORI   	1	2750	16/04/2025							
SPAGUETTI MANT   	1	2700	16/04/2025							
SPAGUETTI MANT   	1	2700	16/04/2025							
HUEVO EXTRA X    	1	16950	16/04/2025							
AREPA PETOS TE   	1	3800	16/04/2025							
ATUN VAN CAMP'   	1	13200	16/04/2025							
SALCHICHON CER   	1	13600	16/04/2025							
CHORIZO RICA X   	1	5600	16/04/2025							
QUESO D.CREMA    	1	7450	16/04/2025							
MOGOLLA TRICER   	1	6700	16/04/2025							
JABON PROTEX C   	1	15550	16/04/2025							
SANPIC LAVANDA   	1	4950	16/04/2025							
JABON PALMOLIV   	1	3600	16/04/2025							
PONY MALTA 1.5   	1	5400	16/04/2025							
LECHE COORA DE   	1	4800	16/04/2025							
NESQUIK CHOCOL   	1	6250	16/04/2025							
COLADA TONING    	1	4000	16/04/2025							
LECHE EL RODEO   	1	34350	16/04/2025							
AGUA CRISTAL 6   	1	3800	16/04/2025							
GELATINA GEL H   	1	5350	16/04/2025							
HUEVO EXTRA X    	1	16950	16/04/2025							
PAPA FROZZEN C   	1	6950	16/04/2025							
CHORIZO RICA X   	1	5600	16/04/2025							
SALSA DE SOYA    	1	2700	16/04/2025							
LECHE COORA EN   	1	4600	16/04/2025							
PANELA PASTILL   	1	2700	16/04/2025							
YOGURT ALPINA    	1	3000	16/04/2025							
HUEVO X 15 UND   	1	8550	16/04/2025							
GALLETA SALTIN   	1	8750	16/04/2025							
HUEVO A BOLSA    	1	2500	16/04/2025							
HUEVO AA X 30    	1	15100	16/04/2025							
LECHE LACTEO K   	1	8900	16/04/2025							
MOSTAZA BARY D   	1	4950	16/04/2025							
FINAS HIERBAS    	1	2650	16/04/2025							
FINAS HIERBAS    	1	2650	16/04/2025							
PH FAMILIA EXP   	1	19800	16/04/2025							
TH NOSOTRAS V    	1	6400	16/04/2025							
TH NOSOTRAS V    	1	6400	16/04/2025							
AREPA PAISA OB   	1	2300	16/04/2025							
AREPA PAISA OB   	1	2300	16/04/2025							
LECHE COLANTA    	1	27500	16/04/2025							
BOLSA PARA EMP   	1	300	16/04/2025							
ARROZ BLANQUIT   	1	22000	16/04/2025							
HUEVO X 15 UND   	1	8550	16/04/2025							
LECHE COORA EN   	1	4600	16/04/2025							
GALLETA SALTIN   	1	1950	16/04/2025							
GALLETA SALTIN   	1	1950	16/04/2025							
ALIMENTO GATOS   	1	5400	16/04/2025							
COLA Y POLA PE   	1	5200	16/04/2025							
VASO 5 ONZAS T   	1	2250	16/04/2025							
VASO 5 ONZAS T   	1	2250	16/04/2025							
VASO 5 ONZAS T   	1	2250	16/04/2025							
AZUCAR MANUELI   	1	5250	16/04/2025							
AZUCAR MANUELI   	1	5250	16/04/2025							
CAFE AGUILA RO   	1	9300	16/04/2025							
CAFE AGUILA RO   	1	17300	16/04/2025							
CAFE AGUILA RO   	1	17300	16/04/2025							
LUCKY GIN X 10   	1	6400	16/04/2025							
MUSTANG AZUL X   	1	5600	16/04/2025							
LUCKY DAIRIQUI   	1	6400	16/04/2025							
ROTHMANS GRIS    	1	5600	16/04/2025							
COLCAFE CLASIC   	1	1200	16/04/2025							
SPEED MAX PET    	1	1500	16/04/2025							
TEA HATSU SURT   	1	9900	16/04/2025							
PONQUE RAMO TR   	1	5700	16/04/2025							
PONQUE DE NUEZ   	1	9200	16/04/2025							
ARROZ DIANA PT   	1	13850	16/04/2025							
PH FAMILIA EXP   	1	9900	16/04/2025							
PONQUE RAMO TR   	1	5700	16/04/2025							
TORNILLO DORIA   	1	2300	16/04/2025							
CREMA DE LECHE   	1	5100	16/04/2025							
SALCHICHA TRAD   	1	3700	16/04/2025							
PONQUE RAMO TR   	1	5700	16/04/2025							
COLCAFE CLASIC   	1	20200	16/04/2025							
HAMSTERS SU DE   	1	3350	16/04/2025							
PANELA TOTUMAL   	1	2300	16/04/2025							
HAMSTERS SU DE   	1	3350	16/04/2025							
PAPA MARGARITA   	1	2200	16/04/2025							
COLADA MAIZENA   	1	1700	16/04/2025							
COLADA MAIZENA   	1	1700	16/04/2025							
NECTAR CALIFOR   	1	2700	16/04/2025							
HUEVO A BOLSA    	1	2500	16/04/2025							
LINAZA MOLIDA    	1	3100	16/04/2025							
ARROZ ROA X 3    	1	13500	16/04/2025							
CLUB COLOMBIA    	1	17950	16/04/2025							
CHOCMELOS  COR   	1	2000	16/04/2025							
CHOCOLATINA KI   	1	6200	16/04/2025							
CHOCMELOS  COR   	1	2000	16/04/2025							
HUEVO EXTRA X    	1	16950	16/04/2025							
PAN TAJADO COM   	1	3350	16/04/2025							
DETODITO LIMON   	1	2900	16/04/2025							
PAPA MARGARITA   	1	2200	16/04/2025							
PAPA MARGARITA   	1	2200	16/04/2025							
TODO RICO NATU   	1	2800	16/04/2025							
MARLBORO ICE X   	1	6300	16/04/2025							
JUGO DEL VALLE   	1	3600	16/04/2025							
GATSY POLLO/CA   	1	6750	16/04/2025							
GATSY PESCADO    	1	6800	16/04/2025							
GATSY PESCADO    	1	6800	16/04/2025							
GATSY PESCADO    	1	6800	16/04/2025							
FELIX SURTIDOS   	1	14950	16/04/2025							
BARRA TOSH FRU   	1	2500	16/04/2025							
AGUA H2OH 1.5    	1	4000	16/04/2025							
TOSTACOS PICAN   	1	1800	16/04/2025							
CEREAL CHOCO K   	1	1500	16/04/2025							
HUEVO EXTRA X    	1	16950	16/04/2025							
HUEVO EXTRA X    	1	16950	16/04/2025							
HUEVO A BOLSA    	1	2500	16/04/2025							
COCA COLA ZERO   	1	5500	16/04/2025							
CHOCO BROWNIE    	1	3000	16/04/2025							
ATUN DON SANCH   	1	5400	16/04/2025							
ATUN DON SANCH   	1	5400	16/04/2025							
ALMENDRA NATUR   	1	6550	16/04/2025							
BOLSA PARA EMP   	1	300	16/04/2025							
AREPA PAISA OB   	1	2300	16/04/2025							
SALCHICHON CER   	1	28750	16/04/2025							
CHOCOLATINA M&   	1	4900	16/04/2025							
PAPA MARGARITA   	1	7650	16/04/2025							
PH FAMILIA MEG   	1	2200	16/04/2025							
DESOD SPEED ST   	1	1400	16/04/2025							
DORITOS DINAMI   	1	7900	16/04/2025							
GASEOSA COLOMB   	1	5000	16/04/2025							
DONKAN AD CARN   	1	5700	16/04/2025							
AGUA PURA CON    	1	3500	16/04/2025							
QUESADILLO       	1	2700	16/04/2025							
PAN TAJADO COM   	1	5100	16/04/2025							
PONQUE KEKITO    	1	1900	16/04/2025							
YOGO YOGO X 15   	1	1800	16/04/2025							
MORTADELA TRAD   	1	3300	16/04/2025							
HUEVO EXTRA UN   	5	600	16/04/2025							
PAN BLANCO X 3   	1	4800	16/04/2025							
HUEVO X 15 UND   	1	8550	16/04/2025							
NARANJA POSTOB   	1	4000	16/04/2025							
HUEVO AA X 30    	1	15100	16/04/2025							
COCA COLA 2 LT   	1	5500	17/04/2025							
CHOCORAMO        	1	2250	17/04/2025							
CHUPETA COLA P   	1	5500	17/04/2025							
TROCIPOLLP GRA   	1	4500	17/04/2025							
MAQUINA PRESTO   	1	4600	17/04/2025							
MAQUINA SCHICK   	1	3300	17/04/2025							
JAMON SANDUCHE   	1	4350	17/04/2025							
ESPONJA LIMPO    	1	1200	17/04/2025							
HIT 500 UNIDAD   	1	2500	17/04/2025							
ARROZ ROA LIBR   	1	2300	17/04/2025							
PAPA ONDULADAS   	1	6400	17/04/2025							
BOLSA PARA EMP   	1	300	17/04/2025							
PANELITAS        	1	500	17/04/2025							
COSTE?A LATA 3   	1	12050	17/04/2025							
MUSTANG AZUL X   	1	5600	17/04/2025							
COLOR EL REY X   	1	5150	17/04/2025							
ARROZ BLANQUIT   	1	13550	17/04/2025							
ARROZ BLANQUIT   	1	13550	17/04/2025							
CREMA CHANTILL   	1	6400	17/04/2025							
CREMA CHANTILL   	1	6400	17/04/2025							
ARROZ ROA 10 X   	1	14300	17/04/2025							
ARROZ FLOR HUI   	1	53250	17/04/2025							
CREMA COLGATE    	1	4150	17/04/2025							
ACOND DOVE REC   	1	1100	17/04/2025							
SH DOVE CJN RE   	1	1100	17/04/2025							
JABON COCO VAR   	1	4450	17/04/2025							
VINO Z GARRAFA   	1	43600	17/04/2025							
AGUA CRISTAL 1   	1	1800	17/04/2025							
AGUA CRISTAL B   	1	650	17/04/2025							
PH SCOTT MAXI    	1	2300	17/04/2025							
JABON DADO TAZ   	1	3350	17/04/2025							
PA?AL TENA PAN   	1	30200	17/04/2025							
QUATRO 1.5       	1	4500	17/04/2025							
SERVILLETA FAM   	1	2450	17/04/2025							
BOLSA PARA EMP   	1	300	17/04/2025							
ROTHMANS BLANC   	1	4200	17/04/2025							
AGUA CRISTAL P   	1	14200	17/04/2025							
HARINA DE TRIG   	1	4250	17/04/2025							
BETUN CHERRY A   	1	11550	17/04/2025							
HIELO ARTICO X   	1	4500	17/04/2025							
HIELO ARTICO X   	1	4500	17/04/2025							
HIELO ARTICO X   	1	4500	17/04/2025							
ESPONJA MATRIX   	1	800	17/04/2025							
ESPONJA MATRIX   	1	800	17/04/2025							
CERVEZA CORONI   	1	16800	17/04/2025							
MUSTANG AZUL X   	1	5600	17/04/2025							
BOLSA COORA NE   	1	2400	17/04/2025							
ACEITE SOLISOY   	1	21350	17/04/2025							
SAL REFISAL RO   	1	12550	17/04/2025							
TALLARIN DORIA   	1	2250	17/04/2025							
TALLARIN DORIA   	1	2250	17/04/2025							
SUNTEA FUSION    	1	7700	17/04/2025							
HUEVO EXTRA X    	1	16950	17/04/2025							
BOLSA PARA EMP   	1	300	17/04/2025							
ARROZ COORATIE   	1	20450	17/04/2025							
AZUCAR RIOPAIL   	1	13650	17/04/2025							
SAL MI SAL X 1   	1	2000	17/04/2025							
PASTA TORNILLO   	1	4250	17/04/2025							
PASTA TORNILLO   	1	4250	17/04/2025							
SPAGHETTI DORI   	1	6850	17/04/2025							
SPAGHETTI DORI   	1	6850	17/04/2025							
MARGARINA LA F   	1	4500	17/04/2025							
SUPER AREPA KI   	1	3650	17/04/2025							
SUPER AREPA KI   	1	3650	17/04/2025							
JABON REY X 30   	1	2800	17/04/2025							
SARDINA TOMATE   	1	6200	17/04/2025							
SALCHICHA MANG   	1	3200	17/04/2025							
CLOROX CTE X 4   	1	1650	17/04/2025							
JABON REY X 30   	1	2800	17/04/2025							
NESTUM TRIGO M   	1	21200	17/04/2025							
ARROZ ROA X 3    	1	13500	17/04/2025							
ESPONJA MATRIX   	1	800	17/04/2025							
HELADO CASERO    	1	2000	17/04/2025							
HELADO CASERO    	1	2000	17/04/2025							
MANZANA POSTOB   	1	5000	17/04/2025							
TODO RICO CRIO   	1	2800	17/04/2025							
HUEVO A X 30 U   	1	13950	17/04/2025							
HUEVO A X 30 U   	1	13950	17/04/2025							
CHOCOLATINA JE   	1	900	17/04/2025							
CHOCOLATINA JE   	1	900	17/04/2025							
LECHE CONDENSA   	1	8700	17/04/2025							
LECHE COORA EN   	1	3450	17/04/2025							
HUEVO EXTRA UN   	5	600	17/04/2025							
LECHE CONDENSA   	1	8700	17/04/2025							
BOLSA PARA EMP   	1	300	17/04/2025							
MR TEA DURAZNO   	1	4900	17/04/2025							
MANTEQ SIN SAL   	1	14950	17/04/2025							
AZUCAR PULVERI   	1	4600	17/04/2025							
AZUCAR MANUELI   	1	12950	17/04/2025							
CAFE SELLO ROJ   	1	15800	17/04/2025							
VASO 5 ONZAS T   	1	2200	17/04/2025							
VASO 5 ONZAS T   	1	2200	17/04/2025							
DETODITO MIX X   	1	3000	17/04/2025							
AGUA BRISA MAN   	1	4000	17/04/2025							
PAPA NATURAL X   	1	6400	17/04/2025							
CHOCOLATINA KI   	1	6200	17/04/2025							
PH FAMILIA MEG   	1	2200	17/04/2025							
COLOR EL REY S   	1	350	17/04/2025							
COMINO X 13 GR   	1	350	17/04/2025							
DETER COORA LI   	1	10450	17/04/2025							
JABON REY X 30   	1	2800	17/04/2025							
PINOLINA CITRO   	1	1650	17/04/2025							
BOLSA FAMILIAR   	1	2300	17/04/2025							
SUAVITEL EUCAL   	1	12350	17/04/2025							
CERVEZA CORONI   	1	16800	17/04/2025							
MORENITAS NEST   	1	1250	17/04/2025							
PH FAMILIA EXT   	1	7900	17/04/2025							
PIMIENTA DE OL   	1	1500	17/04/2025							
COSTE?A LATA 3   	1	12050	17/04/2025							
AREPA PAISA OB   	1	2300	17/04/2025							
SALSA BARY SOY   	1	10000	17/04/2025							
BARRILETE BARR   	1	8850	17/04/2025							
BARRILETE BARR   	1	8850	17/04/2025							
COCA COLA 1.5    	1	5700	17/04/2025							
CHICLE SUPER H   	1	1000	17/04/2025							
ACEITE SOLISOY   	1	2300	17/04/2025							
MUSTANG AZUL P   	1	10900	17/04/2025							
CERA BEISBOL A   	1	8100	17/04/2025							
SUNTEA LIMON X   	1	1300	17/04/2025							
SUNTEA LIMON/M   	1	1300	17/04/2025							
SUNTEA LIMON/M   	1	1300	17/04/2025							
ARROZ DIANA PR   	1	3000	17/04/2025							
CREMA DE AJIAC   	1	1600	17/04/2025							
ALCAPARRAS DCO   	1	4900	17/04/2025							
ARROZ COORATIE   	1	12600	17/04/2025							
MARGARINA LA F   	1	2400	17/04/2025							
PAN BLANCO X 3   	1	4800	17/04/2025							
NESCAFE X 50 T   	1	9300	17/04/2025							
GOMAS TRULULU    	1	2000	17/04/2025							
QUATRO 1.5       	1	4500	17/04/2025							
HUEVO EXTRA UN   	5	600	17/04/2025							
LECHE COORA EN   	1	3450	17/04/2025							
JABON PUMA DAD   	1	2600	17/04/2025							
JABON PUMA DAD   	1	2600	17/04/2025							
CAFE LA BASTIL   	1	12950	17/04/2025							
MOGOLLAS MOREN   	1	5450	17/04/2025							
DUCALES TACO X   	1	10100	17/04/2025							
PALETA COMBINA   	1	1700	17/04/2025							
PALETA COMBINA   	1	1700	17/04/2025							
TOSTADA GUADAL   	1	7500	17/04/2025							
PAN HAMBURGUES   	1	4000	17/04/2025							
TOSTADA GUADAL   	1	7500	17/04/2025							
ARROZ FLOR HUI   	1	22650	17/04/2025							
PANELA PASTILL   	1	5400	17/04/2025							
PANELA PASTILL   	1	5400	17/04/2025							
TORNILLO DORIA   	1	2300	17/04/2025							
PASTA RIOKA CO   	1	1500	17/04/2025							
MACARRON CORTO   	1	2300	17/04/2025							
TALLARIN DORIA   	1	4200	17/04/2025							
TALLARIN DORIA   	1	4200	17/04/2025							
GARBANZO COORA   	1	9450	17/04/2025							
CAFE SELLO ROJ   	1	8400	17/04/2025							
PANELA PASTILL   	1	2700	17/04/2025							
CALADO GUADALU   	1	7500	17/04/2025							
VIVAPLATANO X    	1	7600	17/04/2025							
PONQUE BIMBOLE   	1	1900	17/04/2025							
LECHE ALQUERIA   	1	6850	17/04/2025							
YOGO-YOGO  MEL   	1	1800	17/04/2025							
PAN TAJADO COM   	1	3350	17/04/2025							
CREMA DE LECHE   	1	3050	17/04/2025							
YOGO YOGO X 15   	1	1800	17/04/2025							
PONQUE MANCHIT   	1	2500	17/04/2025							
DETODITO LIMON   	1	2900	17/04/2025							
DETODITO LIMON   	1	2900	17/04/2025							
PAPA MARGARITA   	1	2200	17/04/2025							
SALCHICHON CER   	1	2500	17/04/2025							
AVENA NATURAL    	1	3500	17/04/2025							
BOLSA PARA EMP   	1	300	17/04/2025							
ACHIRAS COLACI   	1	2300	17/04/2025							
PANELITA DE LE   	1	1000	17/04/2025							
ARROZ ROA LIBR   	1	2300	17/04/2025							
ACEITE DIANA C   	1	4600	17/04/2025							
CAFE OMA X 500   	1	19700	17/04/2025							
MUSTANG AZUL X   	1	5600	17/04/2025							
ROTHMSANS GRIS   	1	10900	17/04/2025							
QUESO D. CREMA   	1	13900	17/04/2025							
AREPA PAISA OB   	1	2300	17/04/2025							
AREPA PAISA OB   	1	2300	17/04/2025							
AREPA PETOS TE   	1	3800	17/04/2025							
LECHE COORA DE   	1	28550	17/04/2025							
ROTHMSANS GRIS   	1	10900	17/04/2025							
QUESO D. CREMA   	1	13900	17/04/2025							
AREPA PAISA OB   	1	2300	17/04/2025							
AREPA PAISA OB   	1	2300	17/04/2025							
AREPA PETOS TE   	1	3800	17/04/2025							
LECHE COORA DE   	1	28550	17/04/2025							
PAN PERRO X 6    	1	4000	17/04/2025							
TROCIPOLLP GRA   	1	4500	17/04/2025							
ALPIN BOTELLA    	1	4200	17/04/2025							
SEVEN H2O LIMO   	1	1200	17/04/2025							
SALCHICHA PERR   	1	5650	17/04/2025							
PH SCOTT MAXI    	1	22400	17/04/2025							
HUEVO EXTRA UN   	7	600	17/04/2025							
CHOCOLATE SOL    	1	900	17/04/2025							
ENCENDEDOR FRA   	1	1250	17/04/2025							
CHOCOLATINA JE   	1	900	17/04/2025							
CANELA ASTILLA   	1	2400	17/04/2025							
PANELA TOTUMAL   	1	2300	17/04/2025							
DORITOS X 34 G   	1	2000	17/04/2025							
DORITOS DINAMI   	1	2700	17/04/2025							
ARROZ COORATIE   	1	20450	17/04/2025							
MARGARINA LA B   	1	2350	17/04/2025							
SARDINA TOMATE   	1	6200	17/04/2025							
MARGARINA LA B   	1	2350	17/04/2025							
AGUA BRISA PET   	1	1100	17/04/2025							
VASO TAMI 7 ON   	1	2700	17/04/2025							
PONQUE RAMO TR   	1	5700	17/04/2025							
PASTA CABELLO    	1	2200	17/04/2025							
ACEITE PREMIER   	1	10750	17/04/2025							
JUGO DEL VALLE   	1	3600	17/04/2025							
HUEVO EXTRA X    	1	16950	17/04/2025							
SALCHICHON TRA   	1	2650	17/04/2025							
ALFAJOR GALL R   	1	4200	17/04/2025							
HUEVO A BOLSA    	1	2500	17/04/2025							
HUEVO EXTRA UN   	1	600	17/04/2025							
SAL DE FRUTAS    	1	2950	17/04/2025							
SAL DE FRUTAS    	1	2950	17/04/2025							
AGUA PURA CON    	1	3500	17/04/2025							
GASEOSA COLOMB   	1	5000	17/04/2025							
PLATOS ICOPOR    	1	6950	17/04/2025							
BOLSA PARA EMP   	1	300	17/04/2025							
CHAMPA?A ROSAD   	1	17200	17/04/2025							
BOLSA PARA EMP   	1	300	17/04/2025							
ACEITE SOLISOY   	1	6800	17/04/2025							
ARROZ COORATIE   	1	2150	17/04/2025							
HARINA DE TRIG   	1	2100	17/04/2025							
PANELA PASTILL   	1	2700	17/04/2025							
PH SCOTT INNOV   	1	3650	17/04/2025							
PAPA MARGARITA   	1	2200	17/04/2025							
ROSQUITAS CRON   	1	2000	17/04/2025							
GELATINA FRUTI   	1	1750	17/04/2025							
GELATINA SIN S   	1	3500	17/04/2025							
ACHIRAS COLACI   	1	2300	17/04/2025							
PAPA SUPER RIC   	1	2000	17/04/2025							
BROWN BROWNIE    	1	3150	17/04/2025							
GALLETA DANESA   	1	2200	17/04/2025							
DUCALES TACO X   	1	10100	17/04/2025							
BROWN BROWNIE    	1	3150	17/04/2025							
BOLSA PARA EMP   	1	300	17/04/2025							
PONQUE RAMITO    	1	7950	17/04/2025							
CONCHAS DORIA    	1	2300	17/04/2025							
CANELA ASTILLA   	1	2400	17/04/2025							
PALO LOCO        	1	3000	17/04/2025							
CHOCOCONO + FL   	1	3200	17/04/2025							
HELADO CASERO    	1	2000	17/04/2025							
CIGARRILLO L&M   	1	4300	17/04/2025							
ACEITE CAMPO S   	1	19350	17/04/2025							
HUEVO AA X 30    	1	15100	17/04/2025							
CHOCOLATINA KI   	1	1500	17/04/2025							
HARINA PRECOC    	1	1800	17/04/2025							
CHOCOGOMAS MOR   	1	7400	17/04/2025							
PAN GUADALUPRE   	1	6000	17/04/2025							
LECHE COORA DE   	1	4800	17/04/2025							
TH KOTEX NOCTU   	1	12800	17/04/2025							
TH NOSOTRAS IN   	1	6100	17/04/2025							
TROCIPOLLO       	1	1200	17/04/2025							
SALCHICHA BIG    	1	2150	17/04/2025							
SALCHICHA BIG    	1	2150	17/04/2025							
YOX x 100 SURT   	1	2350	17/04/2025							
YOGURT NUTRIKI   	1	2150	17/04/2025							
SH KONZIL COJI   	1	1100	17/04/2025							
MUSTANG AZUL P   	1	10900	17/04/2025							
MUSTANG AZUL P   	1	10900	17/04/2025							
LECHE COORA DE   	1	4800	17/04/2025							
PANELA PASTILL   	1	5400	17/04/2025							
PONQUE BLOQUE    	1	10500	17/04/2025							
LECHE ALQUERIA   	1	6850	17/04/2025							
ARROZ 10 ROA X   	1	5900	17/04/2025							
HUEVO EXTRA X    	1	16950	17/04/2025							
LECHE COORA EN   	1	4600	17/04/2025							
TOALLA DE COCI   	1	2400	17/04/2025							
UVA PASA SUDES   	1	1200	17/04/2025							
GALLETA OREO T   	1	3600	17/04/2025							
CHUNKY ADULTO    	1	4200	17/04/2025							
YOGURT ALQUERI   	1	3900	17/04/2025							
PAN TAJADO EL    	1	5000	17/04/2025							
QUESO AGRIA CO   	1	6500	17/04/2025							
AGUARDIENTE NE   	1	18900	17/04/2025							
LUCKY STRIKE A   	1	6400	17/04/2025							
LECHE DO?A LEC   	1	4200	17/04/2025							
SOPA AJINOMEN    	1	2900	17/04/2025							
CREMA CHANTILL   	3	6400	17/04/2025							
QUATRO 1.5       	1	4500	17/04/2025							
QUESADILLO       	1	2700	17/04/2025							
PONQUE BIMBOLE   	1	1900	17/04/2025							
TROCIPOLLO       	1	1200	17/04/2025							
SPAGHETTI NIEV   	1	2550	17/04/2025							
SAL REFISAL X    	1	1300	17/04/2025							
FOSFOROS EL SO   	1	3000	17/04/2025							
AGUA PURA CON    	1	3500	17/04/2025							
AREPA PAISA OB   	1	2300	17/04/2025							
CHOCOLATE LA E   	1	9700	17/04/2025							
CHOCOLATE LA E   	1	9700	17/04/2025							
AVENA DON PANC   	1	12100	17/04/2025							
AGUA CRISTAL P   	1	14200	17/04/2025							
CIGARRILLO L&M   	1	4300	17/04/2025							
GASEOSA POSTOB   	1	3050	17/04/2025							
CHOCOLATE LA E   	1	9700	17/04/2025							
CHOCOLATE LA E   	1	9700	17/04/2025							
